instant,dteday,season,mnth,hr,holiday,weekday,workingday,weathersit,casual,registered,cnt,temperatura,sensacionTermica,humedad,velViento
6384,2011-09-28,4,9,13,0,3,1,1,24,138,162,29.0,33.0,74.0,17.0
6385,2011-09-28,4,9,14,0,3,1,1,25,145,170,30.0,34.0,62.0,17.0
6386,2011-09-28,4,9,15,0,3,1,1,35,146,181,29.0,33.0,70.0,9.0
6387,2011-09-28,4,9,16,0,3,1,1,39,241,280,29.0,33.0,70.0,13.0
6388,2011-09-28,4,9,17,0,3,1,1,64,527,591,29.0,33.0,70.0,15.0
6389,2011-09-28,4,9,18,0,3,1,3,65,459,524,27.0,30.0,83.0,17.0
6390,2011-09-28,4,9,19,0,3,1,3,57,315,372,27.0,30.0,83.0,17.0
6391,2011-09-28,4,9,20,0,3,1,3,11,91,102,25.0,28.0,83.0,20.0
6392,2011-09-28,4,9,21,0,3,1,3,7,67,74,25.0,27.0,88.0,17.0
6393,2011-09-28,4,9,22,0,3,1,1,19,68,87,25.0,27.0,88.0,6.0
6394,2011-09-28,4,9,23,0,3,1,1,12,59,71,25.0,26.0,94.0,9.0
6395,2011-09-29,4,9,0,0,4,1,1,7,33,40,25.0,26.0,94.0,13.0
6396,2011-09-29,4,9,1,0,4,1,2,3,20,23,25.0,25.0,100.0,13.0
6397,2011-09-29,4,9,2,0,4,1,2,0,2,2,25.0,25.0,100.0,13.0
6398,2011-09-29,4,9,3,0,4,1,2,0,8,8,25.0,26.0,94.0,13.0
6399,2011-09-29,4,9,4,0,4,1,2,2,5,7,25.0,27.0,88.0,13.0
6400,2011-09-29,4,9,5,0,4,1,2,0,22,22,25.0,27.0,88.0,7.0
6401,2011-09-29,4,9,6,0,4,1,2,5,106,111,25.0,27.0,88.0,6.0
6402,2011-09-29,4,9,7,0,4,1,1,14,269,283,25.0,27.0,88.0,9.0
6403,2011-09-29,4,9,8,0,4,1,1,29,402,431,25.0,28.0,83.0,0.0
6404,2011-09-29,4,9,9,0,4,1,1,27,198,225,25.0,30.0,78.0,17.0
6405,2011-09-29,4,9,10,0,4,1,1,24,103,127,26.0,30.0,65.0,13.0
6406,2011-09-29,4,9,11,0,4,1,1,36,122,158,25.0,30.0,61.0,13.0
6407,2011-09-29,4,9,12,0,4,1,1,38,157,195,27.0,31.0,61.0,11.0
6408,2011-09-29,4,9,13,0,4,1,1,36,175,211,26.0,31.0,61.0,13.0
6409,2011-09-29,4,9,14,0,4,1,1,33,134,167,28.0,32.0,51.0,20.0
6410,2011-09-29,4,9,15,0,4,1,1,42,185,227,28.0,32.0,45.0,26.0
6411,2011-09-29,4,9,16,0,4,1,1,64,227,291,28.0,32.0,41.0,24.0
6412,2011-09-29,4,9,17,0,4,1,1,62,527,589,27.0,31.0,47.0,20.0
6413,2011-09-29,4,9,18,0,4,1,1,84,500,584,26.0,31.0,41.0,15.0
6414,2011-09-29,4,9,19,0,4,1,1,36,348,384,25.0,31.0,50.0,6.0
6415,2011-09-29,4,9,20,0,4,1,1,39,234,273,25.0,31.0,53.0,6.0
6416,2011-09-29,4,9,21,0,4,1,1,30,195,225,24.0,27.0,56.0,0.0
6417,2011-09-29,4,9,22,0,4,1,1,25,150,175,23.0,27.0,68.0,0.0
6418,2011-09-29,4,9,23,0,4,1,1,17,64,81,21.0,25.0,77.0,7.0
6419,2011-09-30,4,9,0,0,5,1,1,7,53,60,21.0,25.0,83.0,7.0
6420,2011-09-30,4,9,1,0,5,1,1,5,18,23,21.0,25.0,77.0,6.0
6421,2011-09-30,4,9,2,0,5,1,1,6,9,15,21.0,25.0,83.0,7.0
6422,2011-09-30,4,9,3,0,5,1,1,0,3,3,21.0,25.0,83.0,7.0
6423,2011-09-30,4,9,4,0,5,1,1,2,6,8,21.0,25.0,83.0,13.0
6424,2011-09-30,4,9,5,0,5,1,1,3,23,26,21.0,25.0,83.0,13.0
6425,2011-09-30,4,9,6,0,5,1,1,0,98,98,21.0,25.0,83.0,15.0
6426,2011-09-30,4,9,7,0,5,1,1,14,283,297,21.0,25.0,83.0,15.0
6427,2011-09-30,4,9,8,0,5,1,1,31,425,456,22.0,26.0,77.0,9.0
6428,2011-09-30,4,9,9,0,5,1,1,23,214,237,23.0,27.0,73.0,13.0
6429,2011-09-30,4,9,10,0,5,1,1,46,122,168,25.0,30.0,64.0,0.0
6430,2011-09-30,4,9,11,0,5,1,1,49,168,217,26.0,31.0,57.0,6.0
6431,2011-09-30,4,9,12,0,5,1,2,59,195,254,26.0,31.0,57.0,13.0
6432,2011-09-30,4,9,13,0,5,1,2,72,194,266,27.0,31.0,47.0,22.0
6433,2011-09-30,4,9,14,0,5,1,2,93,173,266,26.0,31.0,47.0,20.0
6434,2011-09-30,4,9,15,0,5,1,1,52,193,245,26.0,31.0,50.0,19.0
6435,2011-09-30,4,9,16,0,5,1,1,62,298,360,25.0,31.0,53.0,15.0
6436,2011-09-30,4,9,17,0,5,1,1,94,497,591,25.0,31.0,53.0,13.0
6437,2011-09-30,4,9,18,0,5,1,1,62,449,511,24.0,27.0,49.0,24.0
6438,2011-09-30,4,9,19,0,5,1,1,42,332,374,22.0,26.0,52.0,19.0
6439,2011-09-30,4,9,20,0,5,1,1,28,202,230,22.0,26.0,52.0,19.0
6440,2011-09-30,4,9,21,0,5,1,1,27,179,206,21.0,25.0,55.0,13.0
6441,2011-09-30,4,9,22,0,5,1,1,30,129,159,21.0,25.0,55.0,22.0
6442,2011-09-30,4,9,23,0,5,1,1,23,109,132,21.0,25.0,55.0,22.0
6443,2011-10-01,4,10,0,0,6,0,1,24,106,130,20.0,24.0,63.0,26.0
6444,2011-10-01,4,10,1,0,6,0,1,11,47,58,20.0,23.0,67.0,22.0
6445,2011-10-01,4,10,2,0,6,0,1,21,46,67,19.0,23.0,63.0,28.0
6446,2011-10-01,4,10,3,0,6,0,1,8,17,25,19.0,23.0,59.0,28.0
6447,2011-10-01,4,10,4,0,6,0,1,2,6,8,18.0,22.0,58.0,28.0
6448,2011-10-01,4,10,5,0,6,0,2,1,4,5,18.0,22.0,62.0,20.0
6449,2011-10-01,4,10,6,0,6,0,1,4,15,19,17.0,21.0,67.0,22.0
6450,2011-10-01,4,10,7,0,6,0,3,6,30,36,17.0,21.0,67.0,17.0
6451,2011-10-01,4,10,8,0,6,0,2,9,58,67,16.0,20.0,76.0,22.0
6452,2011-10-01,4,10,9,0,6,0,3,17,112,129,16.0,20.0,82.0,24.0
6453,2011-10-01,4,10,10,0,6,0,3,21,100,121,16.0,20.0,76.0,24.0
6454,2011-10-01,4,10,11,0,6,0,3,30,102,132,16.0,20.0,82.0,22.0
6455,2011-10-01,4,10,12,0,6,0,2,28,130,158,16.0,20.0,82.0,17.0
6456,2011-10-01,4,10,13,0,6,0,2,27,98,125,16.0,20.0,82.0,22.0
6457,2011-10-01,4,10,14,0,6,0,2,33,147,180,17.0,21.0,71.0,24.0
6458,2011-10-01,4,10,15,0,6,0,2,41,154,195,17.0,21.0,71.0,19.0
6459,2011-10-01,4,10,16,0,6,0,2,58,165,223,16.0,20.0,76.0,20.0
6460,2011-10-01,4,10,17,0,6,0,3,58,170,228,16.0,20.0,76.0,13.0
6461,2011-10-01,4,10,18,0,6,0,3,23,117,140,16.0,20.0,87.0,15.0
6462,2011-10-01,4,10,19,0,6,0,2,27,99,126,16.0,20.0,82.0,13.0
6463,2011-10-01,4,10,20,0,6,0,3,8,58,66,15.0,18.0,87.0,7.0
6464,2011-10-01,4,10,21,0,6,0,3,3,53,56,15.0,18.0,87.0,7.0
6465,2011-10-01,4,10,22,0,6,0,2,12,58,70,15.0,17.0,93.0,15.0
6466,2011-10-01,4,10,23,0,6,0,3,8,57,65,15.0,17.0,93.0,15.0
6467,2011-10-02,4,10,0,0,0,0,3,4,43,47,15.0,17.0,93.0,20.0
6468,2011-10-02,4,10,1,0,0,0,3,1,23,24,14.0,16.0,87.0,17.0
6469,2011-10-02,4,10,2,0,0,0,3,3,27,30,14.0,15.0,87.0,20.0
6470,2011-10-02,4,10,3,0,0,0,3,4,5,9,14.0,16.0,87.0,19.0
6471,2011-10-02,4,10,4,0,0,0,2,4,3,7,14.0,16.0,87.0,17.0
6472,2011-10-02,4,10,5,0,0,0,1,0,7,7,13.0,15.0,87.0,19.0
6473,2011-10-02,4,10,6,0,0,0,1,2,13,15,13.0,16.0,81.0,11.0
6474,2011-10-02,4,10,7,0,0,0,1,5,24,29,14.0,17.0,76.0,13.0
6475,2011-10-02,4,10,8,0,0,0,2,14,50,64,14.0,17.0,76.0,13.0
6476,2011-10-02,4,10,9,0,0,0,1,19,96,115,15.0,17.0,76.0,24.0
6477,2011-10-02,4,10,10,0,0,0,2,60,188,248,15.0,17.0,71.0,19.0
6478,2011-10-02,4,10,11,0,0,0,2,74,218,292,16.0,20.0,66.0,17.0
6479,2011-10-02,4,10,12,0,0,0,2,78,243,321,16.0,20.0,62.0,13.0
6480,2011-10-02,4,10,13,0,0,0,3,84,224,308,16.0,20.0,62.0,15.0
6481,2011-10-02,4,10,14,0,0,0,3,61,195,256,15.0,17.0,81.0,11.0
6482,2011-10-02,4,10,15,0,0,0,3,29,144,173,15.0,17.0,81.0,17.0
6483,2011-10-02,4,10,16,0,0,0,3,44,162,206,15.0,17.0,87.0,13.0
6484,2011-10-02,4,10,17,0,0,0,3,32,135,167,15.0,17.0,87.0,11.0
6485,2011-10-02,4,10,18,0,0,0,2,16,158,174,15.0,17.0,81.0,13.0
6486,2011-10-02,4,10,19,0,0,0,2,34,128,162,16.0,20.0,76.0,11.0
6487,2011-10-02,4,10,20,0,0,0,2,16,71,87,15.0,17.0,76.0,17.0
6488,2011-10-02,4,10,21,0,0,0,1,17,71,88,15.0,17.0,71.0,15.0
6489,2011-10-02,4,10,22,0,0,0,3,9,55,64,15.0,18.0,81.0,6.0
6490,2011-10-02,4,10,23,0,0,0,1,6,19,25,15.0,18.0,81.0,6.0
6491,2011-10-03,4,10,0,0,1,1,1,3,13,16,14.0,17.0,87.0,7.0
6492,2011-10-03,4,10,1,0,1,1,1,1,5,6,15.0,18.0,81.0,6.0
6493,2011-10-03,4,10,2,0,1,1,1,0,4,4,15.0,18.0,76.0,7.0
6494,2011-10-03,4,10,3,0,1,1,1,1,6,7,15.0,19.0,81.0,0.0
6495,2011-10-03,4,10,4,0,1,1,1,2,6,8,14.0,17.0,87.0,7.0
6496,2011-10-03,4,10,5,0,1,1,2,4,17,21,15.0,18.0,76.0,7.0
6497,2011-10-03,4,10,6,0,1,1,2,3,91,94,15.0,19.0,71.0,0.0
6498,2011-10-03,4,10,7,0,1,1,2,8,241,249,15.0,17.0,71.0,9.0
6499,2011-10-03,4,10,8,0,1,1,2,13,359,372,15.0,18.0,71.0,7.0
6500,2011-10-03,4,10,9,0,1,1,2,12,141,153,16.0,20.0,66.0,6.0
6501,2011-10-03,4,10,10,0,1,1,2,19,82,101,16.0,20.0,66.0,7.0
6502,2011-10-03,4,10,11,0,1,1,2,26,100,126,16.0,20.0,71.0,15.0
6503,2011-10-03,4,10,12,0,1,1,2,29,118,147,16.0,20.0,71.0,9.0
6504,2011-10-03,4,10,13,0,1,1,3,16,102,118,17.0,21.0,67.0,11.0
6505,2011-10-03,4,10,14,0,1,1,3,26,94,120,16.0,20.0,76.0,0.0
6506,2011-10-03,4,10,15,0,1,1,3,22,79,101,16.0,20.0,76.0,0.0
6507,2011-10-03,4,10,16,0,1,1,2,16,202,218,16.0,20.0,76.0,7.0
6508,2011-10-03,4,10,17,0,1,1,2,40,455,495,16.0,20.0,76.0,11.0
6509,2011-10-03,4,10,18,0,1,1,2,28,384,412,16.0,20.0,76.0,11.0
6510,2011-10-03,4,10,19,0,1,1,1,15,300,315,16.0,20.0,76.0,0.0
6511,2011-10-03,4,10,20,0,1,1,3,13,191,204,16.0,20.0,82.0,0.0
6512,2011-10-03,4,10,21,0,1,1,2,10,128,138,16.0,20.0,82.0,0.0
6513,2011-10-03,4,10,22,0,1,1,2,12,79,91,16.0,20.0,82.0,0.0
6514,2011-10-03,4,10,23,0,1,1,2,11,43,54,16.0,20.0,82.0,7.0
6515,2011-10-04,4,10,0,0,2,1,2,5,22,27,16.0,20.0,87.0,6.0
6516,2011-10-04,4,10,1,0,2,1,2,1,8,9,16.0,20.0,87.0,7.0
6517,2011-10-04,4,10,2,0,2,1,2,1,2,3,16.0,20.0,87.0,0.0
6518,2011-10-04,4,10,3,0,2,1,1,3,3,6,16.0,20.0,82.0,7.0
6519,2011-10-04,4,10,4,0,2,1,1,3,4,7,16.0,20.0,82.0,6.0
6520,2011-10-04,4,10,5,0,2,1,1,2,25,27,16.0,20.0,82.0,9.0
6521,2011-10-04,4,10,6,0,2,1,1,3,109,112,16.0,20.0,82.0,7.0
6522,2011-10-04,4,10,7,0,2,1,1,11,298,309,17.0,21.0,82.0,19.0
6523,2011-10-04,4,10,8,0,2,1,1,28,372,400,18.0,22.0,77.0,15.0
6524,2011-10-04,4,10,9,0,2,1,1,19,168,187,19.0,23.0,67.0,17.0
6525,2011-10-04,4,10,10,0,2,1,1,19,107,126,20.0,23.0,67.0,19.0
6526,2011-10-04,4,10,11,0,2,1,1,22,102,124,22.0,26.0,64.0,19.0
6527,2011-10-04,4,10,12,0,2,1,1,39,160,199,23.0,27.0,56.0,20.0
6528,2011-10-04,4,10,13,0,2,1,1,20,153,173,23.0,27.0,56.0,20.0
6529,2011-10-04,4,10,14,0,2,1,1,27,156,183,24.0,27.0,53.0,17.0
6530,2011-10-04,4,10,15,0,2,1,1,28,166,194,24.0,27.0,56.0,19.0
6531,2011-10-04,4,10,16,0,2,1,1,36,273,309,24.0,27.0,56.0,22.0
6532,2011-10-04,4,10,17,0,2,1,1,55,530,585,23.0,27.0,60.0,26.0
6533,2011-10-04,4,10,18,0,2,1,1,68,456,524,22.0,26.0,64.0,19.0
6534,2011-10-04,4,10,19,0,2,1,1,35,310,345,21.0,25.0,68.0,15.0
6535,2011-10-04,4,10,20,0,2,1,1,25,236,261,21.0,25.0,68.0,15.0
6536,2011-10-04,4,10,21,0,2,1,1,22,144,166,20.0,24.0,72.0,9.0
6537,2011-10-04,4,10,22,0,2,1,1,8,106,114,20.0,24.0,72.0,9.0
6538,2011-10-04,4,10,23,0,2,1,1,6,60,66,20.0,23.0,77.0,9.0
6539,2011-10-05,4,10,0,0,3,1,1,7,36,43,20.0,23.0,77.0,9.0
6540,2011-10-05,4,10,1,0,3,1,1,4,7,11,20.0,23.0,77.0,11.0
6541,2011-10-05,4,10,2,0,3,1,1,1,2,3,19.0,23.0,82.0,11.0
6542,2011-10-05,4,10,3,0,3,1,1,1,5,6,19.0,23.0,82.0,7.0
6543,2011-10-05,4,10,4,0,3,1,1,1,4,5,18.0,22.0,88.0,0.0
6544,2011-10-05,4,10,5,0,3,1,1,3,29,32,18.0,22.0,82.0,9.0
6545,2011-10-05,4,10,6,0,3,1,1,5,112,117,18.0,22.0,82.0,7.0
6546,2011-10-05,4,10,7,0,3,1,1,9,292,301,19.0,23.0,77.0,7.0
6547,2011-10-05,4,10,8,0,3,1,1,26,441,467,21.0,25.0,63.0,0.0
6548,2011-10-05,4,10,9,0,3,1,1,32,187,219,22.0,26.0,60.0,20.0
6549,2011-10-05,4,10,10,0,3,1,1,30,103,133,23.0,27.0,56.0,26.0
6550,2011-10-05,4,10,11,0,3,1,1,32,138,170,25.0,31.0,46.0,19.0
6551,2011-10-05,4,10,12,0,3,1,1,34,180,214,25.0,31.0,43.0,22.0
6552,2011-10-05,4,10,13,0,3,1,1,30,189,219,26.0,31.0,41.0,15.0
6553,2011-10-05,4,10,14,0,3,1,1,34,156,190,26.0,31.0,41.0,19.0
6554,2011-10-05,4,10,15,0,3,1,1,35,147,182,26.0,31.0,47.0,19.0
6555,2011-10-05,4,10,16,0,3,1,1,37,245,282,26.0,31.0,47.0,22.0
6556,2011-10-05,4,10,17,0,3,1,1,66,525,591,26.0,31.0,47.0,17.0
6557,2011-10-05,4,10,18,0,3,1,1,57,536,593,25.0,31.0,53.0,11.0
6558,2011-10-05,4,10,19,0,3,1,1,40,334,374,24.0,27.0,56.0,9.0
6559,2011-10-05,4,10,20,0,3,1,1,18,228,246,21.0,25.0,77.0,11.0
6560,2011-10-05,4,10,21,0,3,1,1,28,173,201,20.0,24.0,82.0,7.0
6561,2011-10-05,4,10,22,0,3,1,1,20,134,154,21.0,25.0,72.0,0.0
6562,2011-10-05,4,10,23,0,3,1,1,9,64,73,20.0,24.0,77.0,7.0
6563,2011-10-06,4,10,0,0,4,1,1,6,34,40,20.0,24.0,72.0,13.0
6564,2011-10-06,4,10,1,0,4,1,1,5,17,22,20.0,23.0,63.0,13.0
6565,2011-10-06,4,10,2,0,4,1,1,2,8,10,19.0,23.0,67.0,13.0
6566,2011-10-06,4,10,3,0,4,1,1,1,4,5,18.0,22.0,67.0,15.0
6567,2011-10-06,4,10,4,0,4,1,1,0,5,5,18.0,22.0,62.0,19.0
6568,2011-10-06,4,10,5,0,4,1,1,0,24,24,17.0,21.0,62.0,13.0
6569,2011-10-06,4,10,6,0,4,1,1,4,110,114,16.0,20.0,66.0,13.0
6570,2011-10-06,4,10,7,0,4,1,1,15,287,302,17.0,21.0,62.0,13.0
6571,2011-10-06,4,10,8,0,4,1,1,20,437,457,18.0,22.0,62.0,11.0
6572,2011-10-06,4,10,9,0,4,1,1,20,188,208,19.0,23.0,63.0,13.0
6573,2011-10-06,4,10,10,0,4,1,1,24,105,129,21.0,25.0,52.0,0.0
6574,2011-10-06,4,10,11,0,4,1,1,29,115,144,22.0,26.0,49.0,0.0
6575,2011-10-06,4,10,12,0,4,1,1,46,180,226,23.0,27.0,49.0,6.0
6576,2011-10-06,4,10,13,0,4,1,1,33,158,191,23.0,27.0,46.0,6.0
6577,2011-10-06,4,10,14,0,4,1,1,56,139,195,24.0,27.0,43.0,6.0
6578,2011-10-06,4,10,15,0,4,1,1,62,157,219,24.0,27.0,46.0,9.0
6579,2011-10-06,4,10,16,0,4,1,1,51,272,323,24.0,27.0,49.0,13.0
6580,2011-10-06,4,10,17,0,4,1,1,63,505,568,23.0,27.0,52.0,9.0
6581,2011-10-06,4,10,18,0,4,1,1,59,479,538,22.0,26.0,64.0,6.0
6582,2011-10-06,4,10,19,0,4,1,1,38,305,343,21.0,25.0,59.0,7.0
6583,2011-10-06,4,10,20,0,4,1,1,29,231,260,20.0,24.0,77.0,7.0
6584,2011-10-06,4,10,21,0,4,1,1,34,161,195,19.0,23.0,88.0,6.0
6585,2011-10-06,4,10,22,0,4,1,1,24,124,148,19.0,23.0,82.0,0.0
6586,2011-10-06,4,10,23,0,4,1,1,18,81,99,18.0,22.0,88.0,6.0
6587,2011-10-07,4,10,0,0,5,1,1,19,48,67,18.0,22.0,88.0,0.0
6588,2011-10-07,4,10,1,0,5,1,1,3,25,28,18.0,22.0,88.0,0.0
6589,2011-10-07,4,10,2,0,5,1,1,0,5,5,17.0,21.0,88.0,0.0
6590,2011-10-07,4,10,3,0,5,1,1,1,9,10,16.0,20.0,87.0,0.0
6591,2011-10-07,4,10,4,0,5,1,1,0,5,5,16.0,20.0,87.0,7.0
6592,2011-10-07,4,10,5,0,5,1,1,3,24,27,17.0,21.0,82.0,0.0
6593,2011-10-07,4,10,6,0,5,1,1,3,84,87,17.0,21.0,88.0,0.0
6594,2011-10-07,4,10,7,0,5,1,1,5,237,242,17.0,21.0,94.0,0.0
6595,2011-10-07,4,10,8,0,5,1,1,31,386,417,19.0,23.0,82.0,0.0
6596,2011-10-07,4,10,9,0,5,1,1,34,207,241,20.0,23.0,77.0,0.0
6597,2011-10-07,4,10,10,0,5,1,1,48,126,174,21.0,25.0,68.0,6.0
6598,2011-10-07,4,10,11,0,5,1,1,80,150,230,23.0,27.0,63.0,0.0
6599,2011-10-07,4,10,12,0,5,1,1,61,174,235,25.0,31.0,53.0,0.0
6600,2011-10-07,4,10,13,0,5,1,1,95,210,305,25.0,31.0,46.0,0.0
6601,2011-10-07,4,10,14,0,5,1,1,77,179,256,25.0,31.0,50.0,0.0
6602,2011-10-07,4,10,15,0,5,1,1,68,202,270,27.0,31.0,41.0,0.0
6603,2011-10-07,4,10,16,0,5,1,1,73,346,419,26.0,31.0,44.0,0.0
6604,2011-10-07,4,10,17,0,5,1,1,101,462,563,25.0,31.0,56.0,17.0
6605,2011-10-07,4,10,18,0,5,1,1,94,371,465,23.0,27.0,60.0,6.0
6606,2011-10-07,4,10,19,0,5,1,1,51,243,294,23.0,27.0,52.0,0.0
6607,2011-10-07,4,10,20,0,5,1,1,30,167,197,22.0,26.0,49.0,0.0
6608,2011-10-07,4,10,21,0,5,1,1,22,144,166,20.0,24.0,68.0,0.0
6609,2011-10-07,4,10,22,0,5,1,1,27,119,146,20.0,24.0,68.0,0.0
6610,2011-10-07,4,10,23,0,5,1,1,23,113,136,20.0,24.0,63.0,0.0
6611,2011-10-08,4,10,0,0,6,0,1,17,72,89,20.0,23.0,72.0,0.0
6612,2011-10-08,4,10,1,0,6,0,1,14,51,65,19.0,23.0,82.0,0.0
6613,2011-10-08,4,10,2,0,6,0,1,4,41,45,19.0,23.0,82.0,0.0
6614,2011-10-08,4,10,3,0,6,0,1,4,16,20,18.0,22.0,88.0,0.0
6615,2011-10-08,4,10,4,0,6,0,1,3,7,10,17.0,21.0,94.0,9.0
6616,2011-10-08,4,10,5,0,6,0,1,1,7,8,17.0,21.0,88.0,7.0
6617,2011-10-08,4,10,6,0,6,0,1,6,16,22,17.0,21.0,94.0,0.0
6618,2011-10-08,4,10,7,0,6,0,1,27,46,73,17.0,21.0,94.0,6.0
6619,2011-10-08,4,10,8,0,6,0,1,14,89,103,19.0,23.0,82.0,0.0
6620,2011-10-08,4,10,9,0,6,0,1,54,163,217,20.0,24.0,77.0,0.0
6621,2011-10-08,4,10,10,0,6,0,1,120,217,337,21.0,25.0,77.0,0.0
6622,2011-10-08,4,10,11,0,6,0,1,176,221,397,24.0,27.0,56.0,0.0
6623,2011-10-08,4,10,12,0,6,0,1,191,255,446,25.0,31.0,35.0,0.0
6624,2011-10-08,4,10,13,0,6,0,1,256,229,485,25.0,31.0,46.0,7.0
6625,2011-10-08,4,10,14,0,6,0,1,251,214,465,25.0,31.0,50.0,6.0
6626,2011-10-08,4,10,15,0,6,0,1,262,234,496,27.0,31.0,39.0,0.0
6627,2011-10-08,4,10,16,0,6,0,1,221,230,451,26.0,31.0,44.0,6.0
6628,2011-10-08,4,10,17,0,6,0,1,174,219,393,25.0,31.0,50.0,9.0
6629,2011-10-08,4,10,18,0,6,0,1,135,224,359,25.0,31.0,46.0,7.0
6630,2011-10-08,4,10,19,0,6,0,1,76,172,248,22.0,26.0,68.0,9.0
6631,2011-10-08,4,10,20,0,6,0,1,78,124,202,21.0,25.0,77.0,7.0
6632,2011-10-08,4,10,21,0,6,0,1,54,133,187,21.0,25.0,77.0,0.0
6633,2011-10-08,4,10,22,0,6,0,1,45,104,149,20.0,24.0,77.0,0.0
6634,2011-10-08,4,10,23,0,6,0,1,52,90,142,20.0,23.0,88.0,0.0
6635,2011-10-09,4,10,0,0,0,0,1,46,83,129,19.0,23.0,88.0,6.0
6636,2011-10-09,4,10,1,0,0,0,1,15,63,78,19.0,23.0,88.0,0.0
6637,2011-10-09,4,10,2,0,0,0,1,20,35,55,19.0,23.0,88.0,0.0
6638,2011-10-09,4,10,3,0,0,0,1,10,20,30,18.0,22.0,88.0,0.0
6639,2011-10-09,4,10,4,0,0,0,1,7,7,14,18.0,22.0,88.0,0.0
6640,2011-10-09,4,10,5,0,0,0,1,1,14,15,18.0,22.0,88.0,0.0
6641,2011-10-09,4,10,6,0,0,0,1,7,14,21,18.0,22.0,88.0,0.0
6642,2011-10-09,4,10,7,0,0,0,1,18,26,44,18.0,22.0,86.0,0.0
6643,2011-10-09,4,10,8,0,0,0,1,25,82,107,19.0,23.0,88.0,0.0
6644,2011-10-09,4,10,9,0,0,0,1,66,119,185,20.0,24.0,77.0,0.0
6645,2011-10-09,4,10,10,0,0,0,1,155,210,365,23.0,27.0,68.0,6.0
6646,2011-10-09,4,10,11,0,0,0,1,189,234,423,25.0,31.0,53.0,6.0
6647,2011-10-09,4,10,12,0,0,0,1,212,243,455,26.0,31.0,44.0,6.0
6648,2011-10-09,4,10,13,0,0,0,1,225,193,418,27.0,31.0,44.0,6.0
6649,2011-10-09,4,10,14,0,0,0,1,272,228,500,28.0,32.0,47.0,11.0
6650,2011-10-09,4,10,15,0,0,0,1,198,209,407,28.0,32.0,51.0,11.0
6651,2011-10-09,4,10,16,0,0,0,1,223,247,470,27.0,31.0,50.0,9.0
6652,2011-10-09,4,10,17,0,0,0,1,208,230,438,25.0,30.0,61.0,7.0
6653,2011-10-09,4,10,18,0,0,0,1,186,228,414,26.0,31.0,50.0,7.0
6654,2011-10-09,4,10,19,0,0,0,1,116,186,302,23.0,27.0,73.0,6.0
6655,2011-10-09,4,10,20,0,0,0,1,59,134,193,23.0,27.0,73.0,7.0
6656,2011-10-09,4,10,21,0,0,0,1,53,120,173,22.0,26.0,83.0,7.0
6657,2011-10-09,4,10,22,0,0,0,2,48,104,152,21.0,25.0,94.0,0.0
6658,2011-10-09,4,10,23,0,0,0,1,38,85,123,20.0,24.0,88.0,7.0
6659,2011-10-10,4,10,0,1,1,0,1,11,42,53,20.0,24.0,94.0,0.0
6660,2011-10-10,4,10,1,1,1,0,1,4,30,34,20.0,23.0,88.0,0.0
6661,2011-10-10,4,10,2,1,1,0,1,4,15,19,20.0,23.0,88.0,0.0
6662,2011-10-10,4,10,3,1,1,0,1,2,9,11,19.0,23.0,88.0,0.0
6663,2011-10-10,4,10,4,1,1,0,1,2,4,6,19.0,23.0,94.0,0.0
6664,2011-10-10,4,10,5,1,1,0,1,2,19,21,19.0,23.0,94.0,0.0
6665,2011-10-10,4,10,6,1,1,0,1,5,39,44,18.0,22.0,94.0,0.0
6666,2011-10-10,4,10,7,1,1,0,1,12,102,114,19.0,23.0,88.0,0.0
6667,2011-10-10,4,10,8,1,1,0,1,27,227,254,21.0,25.0,83.0,0.0
6668,2011-10-10,4,10,9,1,1,0,1,58,161,219,22.0,26.0,77.0,0.0
6669,2011-10-10,4,10,10,1,1,0,1,107,158,265,23.0,27.0,73.0,11.0
6670,2011-10-10,4,10,11,1,1,0,1,139,183,322,25.0,30.0,69.0,6.0
6671,2011-10-10,4,10,12,1,1,0,2,164,201,365,29.0,33.0,48.0,6.0
6672,2011-10-10,4,10,13,1,1,0,1,146,219,365,30.0,33.0,37.0,0.0
6673,2011-10-10,4,10,14,1,1,0,1,147,223,370,30.0,33.0,37.0,0.0
6674,2011-10-10,4,10,15,1,1,0,2,130,254,384,30.0,33.0,42.0,7.0
6675,2011-10-10,4,10,16,1,1,0,2,154,248,402,29.0,32.0,45.0,6.0
6676,2011-10-10,4,10,17,1,1,0,2,125,334,459,27.0,31.0,54.0,7.0
6677,2011-10-10,4,10,18,1,1,0,2,108,365,473,26.0,31.0,53.0,0.0
6678,2011-10-10,4,10,19,1,1,0,2,69,267,336,24.0,27.0,78.0,6.0
6679,2011-10-10,4,10,20,1,1,0,1,37,188,225,25.0,30.0,73.0,0.0
6680,2011-10-10,4,10,21,1,1,0,1,27,148,175,23.0,27.0,88.0,6.0
6681,2011-10-10,4,10,22,1,1,0,1,22,104,126,23.0,27.0,88.0,6.0
6682,2011-10-10,4,10,23,1,1,0,2,12,63,75,22.0,26.0,88.0,7.0
6683,2011-10-11,4,10,0,0,2,1,2,14,16,30,22.0,26.0,88.0,0.0
6684,2011-10-11,4,10,1,0,2,1,2,2,9,11,21.0,25.0,94.0,6.0
6685,2011-10-11,4,10,2,0,2,1,2,1,4,5,21.0,25.0,94.0,9.0
